Time,Ticker,latestPrice,latestVolume,Close,Open,low,high
13:28,ACIW,32.505,282323,32.76,32.91,32.18,33.74
13:28,ACRS,6.3,163818,5.98,5.98,5.98,6.29
13:28,ACMR,15.05,29791,15.08,15.08,14.6,15.23
13:28,ACNB,35.975,9064,35.8,36.12,35.705,36.194
13:28,ACOR,13.08,202071,13.04,13.07,12.87,13.16
13:28,ATVI,45.13,4696652,45.52,45.34,44.87,45.71
13:28,ADMS,7.305,182857,7.2,7.21,7.17,7.34
13:28,ADMP,2.164,370937,2.02,2.04,2.04,2.24
13:28,ADAP,4.09,134181,3.98,3.92,3.87,4.15
13:28,ADUS,62.47,84269,62.04,62.33,61.35,62.73
13:28,AEY,1.365,12497,1.37,1.36,1.34,1.38
13:28,IOTS,5.88,31862,6.04,6.02,5.81,6.1
13:28,ADIL,3.16,113603,2.94,2.93,2.894,3.24
13:28,ADILW,0.36,2200,0.36,0.3501,0.3501,0.36
13:29,YI,6.4,18602,6.41,6.46,6.35,6.667
13:29,PIH,5.46,1004,5.37,5.27,5.27,5.46
13:29,PIHPP,23.254,500,23.26,23.11,23.25,23.361
13:29,TURN,1.879,13747,1.86,1.87,1.87,1.879
13:29,FLWS,18.17,135622,18.21,18.29,18.06,18.38
13:29,BCOW,9.73,1151,9.73,9.74,9.7,9.73
13:29,FCCY,17.85,2730,17.6,17.75,17.702,18.2
13:29,SRCE,44.75,11095,44.58,44.5,44.35,45.29
13:29,VNET,7.69,111049,7.91,7.93,7.68,8.01
13:29,TWOU,71.425,372344,68.13,68.23,68.05,71.9
13:29,QFIN,15.1,11058,15.565,15.04,14.99,15.432
13:29,TPNL,7.75,159103,7.93,7.94,7.63,7.965
13:29,JOBS,74.8,147416,73.68,73.58,73.33,74.9
13:29,EGHT,20.185,255686,20.14,20.17,19.95,20.42
13:29,AAON,45.16,69012,44.93,45,44.46,45.32
13:29,ABEO,7.32,106595,7.17,7.18,7.01,7.34
13:29,ABEOW,3.07,1700,3.07,2.84,2.653,3.07
13:29,ABIL,1.73,61151,1.68,1.68,1.665,1.75
13:29,ABMD,284.405,545677,276.39,277.75,275,286.9
13:29,AXAS,1.26,427000,1.33,1.31,1.26,1.34
13:29,ACIU,4.99,84698,5.02,5.02,4.97,5.09
13:29,ACIA,58.015,1290606,55.35,56.59,56.03,59.55
13:29,ACTG,3.25,31185,3.2,3.2,3.21,3.26
13:29,ACHC,29.255,292266,29.2,29.16,28.95,29.42
13:29,ACAD,26.8,299656,26.24,26.27,26.27,26.84
13:29,ACAMU,10,3500,10,10,10,10
13:29,ACST,1.013,219224,1.02,1.01,1,1.05
13:29,AXDX,21.38,95594,20.69,20.75,20.566,21.615
13:29,XLRN,44.715,83601,44.02,44.11,43.95,45.179
13:29,ARAY,4.625,267145,4.67,4.69,4.57,4.76
13:29,ACRX,3.315,758197,3.24,3.25,3.2,3.35
13:29,ACER,23.71,13505,23.89,23.89,23.54,23.97
13:29,ACET,0.1849,2430303,0.1629,0.1557,0.15,0.195
13:29,AKAO,0.472,887097,0.4713,0.48,0.4518,0.488
13:29,ACHV,3.357,205806,3.15,3.14,3.09,3.43
13:29,ACHN,2.955,313185,2.91,2.91,2.9,2.99
13:29,ACIW,32.505,282473,32.76,32.91,32.18,33.74
13:29,ACRS,6.3,163920,5.98,5.98,5.98,6.29
13:29,ACMR,15.05,29791,15.08,15.08,14.6,15.23
13:29,ACNB,35.975,9064,35.8,36.12,35.705,36.194
13:29,ACOR,13.07,202292,13.04,13.07,12.87,13.16
13:29,ATVI,45.11,4707852,45.52,45.34,44.87,45.71
13:29,ADMS,7.305,182857,7.2,7.21,7.17,7.34
13:29,ADMP,2.17,370937,2.02,2.04,2.04,2.24
13:29,ADAP,4.09,134181,3.98,3.92,3.87,4.15
13:29,ADUS,62.47,84269,62.04,62.33,61.35,62.73
13:29,AEY,1.365,12497,1.37,1.36,1.34,1.38
13:29,IOTS,5.88,31862,6.04,6.02,5.81,6.1
13:29,ADIL,3.16,113603,2.94,2.93,2.894,3.24
13:29,ADILW,0.36,2200,0.36,0.3501,0.3501,0.36
13:30,YI,6.4,18602,6.41,6.46,6.35,6.667
13:30,PIH,5.46,1004,5.37,5.27,5.27,5.46
13:30,PIHPP,23.254,500,23.26,23.11,23.25,23.361
13:30,TURN,1.879,13747,1.86,1.87,1.87,1.879
13:30,FLWS,18.17,135622,18.21,18.29,18.06,18.38
13:30,BCOW,9.73,1151,9.73,9.74,9.7,9.73
13:30,FCCY,17.85,2730,17.6,17.75,17.702,18.2
13:30,SRCE,44.75,11095,44.58,44.5,44.35,45.29
13:30,VNET,7.71,111049,7.91,7.93,7.68,8.01
13:30,TWOU,71.425,372344,68.13,68.23,68.05,72.06
13:30,QFIN,15.1,11058,15.565,15.04,14.99,15.432
13:30,TPNL,7.75,159103,7.93,7.94,7.63,7.965
13:30,JOBS,74.795,147416,73.68,73.58,73.33,74.9
13:30,EGHT,20.185,257551,20.14,20.17,19.95,20.42
13:30,AAON,45.16,69012,44.93,45,44.46,45.32
13:30,ABEO,7.32,106595,7.17,7.18,7.01,7.34
13:30,ABEOW,3.07,1700,3.07,2.84,2.653,3.07
13:30,ABIL,1.73,61151,1.68,1.68,1.665,1.75
13:30,ABMD,284.405,546361,276.39,277.75,275,286.9
13:30,AXAS,1.255,501096,1.33,1.31,1.26,1.34
13:30,ACIU,4.99,84698,5.02,5.02,4.97,5.09
13:30,ACIA,57.93,1303164,55.35,56.59,56.03,59.55
13:30,ACTG,3.25,31185,3.2,3.2,3.21,3.26
13:30,ACHC,29.255,292266,29.2,29.16,28.95,29.42
13:30,ACAD,26.8,300690,26.24,26.27,26.27,26.84
13:30,ACAMU,10,3500,10,10,10,10
13:30,ACST,1.013,219224,1.02,1.01,1,1.05
13:30,AXDX,21.38,95691,20.69,20.75,20.566,21.615
13:30,XLRN,44.715,83601,44.02,44.11,43.95,45.179
13:30,ARAY,4.63,267145,4.67,4.69,4.57,4.76
13:30,ACRX,3.305,764463,3.24,3.25,3.2,3.35
13:30,ACER,23.71,13505,23.89,23.89,23.54,23.97
13:30,ACET,0.1835,2430303,0.1629,0.1557,0.15,0.195
13:30,AKAO,0.472,894309,0.4713,0.48,0.4518,0.488
